Carrier,ID ,Search Ring Name ID,Block,Lot,Zoning District,Hight and Bulk District,Type of Building,Preference (1-7),Type of Consumer Services,Type of Consumer Products,Number of Antennas,Location of BTS,Type of Technology,Radio Frequency Range (Megahertz),Power Output of Equipment (Watts),Height to Top of Antenna,Name of Community Liason,Phone Number of Community Liason,Comments,Location 1
AT&T,CCL05214,WALLER CLAYTON,1232,4,NCD-Haight,40-X,Mixed Use,6,"voice, video & data",wireless phones & modems,12,Roof,"UMTS, LTE","700, 850, 1900,1700,2300",,,Jim Sidorick,925-277-6026,,"{'latitude': '37.770197', 'needs_recoding': False, 'human_address': '{""address"":""1400 Haight Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.445353'}"
AT&T,CCL05218,BUSH ST AND POLK ST,771,1,RM-2,50-X,TBD,TBD,"voice, video & data",wireless phones & modems,TBD,TBD,"UMTS, LTE","700, 850, 1900,1700,2300",,,Jim Sidorick,925-277-6026,,"{'latitude': '37.779951', 'needs_recoding': False, 'human_address': '{""address"":""999 Laguna Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.426973'}"
AT&T,CCL05513,Gough & Sacramento,640,019-027,RM-3,40-X,Residential,TBD,"voice, video & data",wireless phones & modems,TBD,TBD,"UMTS, LTE","700, 850, 1900,1700,2300",,,Jim Sidorick,925-277-6026,,"{'latitude': '29.472709', 'needs_recoding': False, 'human_address': '{""address"":""2001 Sacramento Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-98.527492'}"
AT&T,CCL05578,COLUMBUS & BROADWAY,TBD,TBD,TBD,TBD,TBD,TBD,"voice, video & data",wireless phones & modems,TBD,TBD,"UMTS, LTE","700, 850, 1900,1700,2300",,,Jim Sidorick,925-277-6026,,"{'latitude': '42.346607', 'needs_recoding': False, 'human_address': '{""address"":""300 Thru 318 Columbus Avenue"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-71.074212'}"
AT&T,CCL05582,LTE CAP SITE FOLSOM,4206,40,NCT- 24th-Mission,55-X,Mixed Use,TBD,"voice, video & data",wireless phones & modems,TBD,TBD,"UMTS, LTE","700, 850, 1900,1700,2300",,,Jim Sidorick,925-277-6026,,"{'latitude': '36.751759', 'needs_recoding': False, 'human_address': '{""address"":""2990 24Th Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-108.167417'}"
AT&T,TBD,TBD,3513,1,NCT-3,40-X  85-X,Commercial,TBD,"voice, video & data",wireless phones & modems,TBD,TBD,"UMTS, LTE","700, 850, 1900,1700,2300",,,Jim Sidorick,925-277-6026,,"{'latitude': '37.771703', 'needs_recoding': False, 'human_address': '{""address"":""1 McCoppin Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.420746'}"
AT&T,TBD,TBD,659,66,NCD,40-X,TBD-Public Buildings (Govt),TBD,"voice, video & data",wireless phones & modems,TBD,TBD,"UMTS, LTE","700, 850, 1900,1700,2300",,,Jim Sidorick,925-277-6026,,"{'latitude': '33.932768', 'needs_recoding': False, 'human_address': '{""address"":""2345 Pine Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-81.14299'}"
AT&T,TBD,TBD,270,039-040,C-3-R,80-130-F,Commercial,TBD,"voice, video & data",wireless phones & modems,TBD,TBD,"UMTS, LTE","700, 850, 1900,1700,2300",,,Jim Sidorick,925-277-6026,,"{'latitude': '39.743758', 'needs_recoding': False, 'human_address': '{""address"":""555 Pine Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-90.243354'}"
AT&T,TBD,TBD,3750,087-088,C-3-S,200-S,Commercial,TBD,"voice, video & data",wireless phones & modems,TBD,TBD,"UMTS, LTE","700, 850, 1900,1700,2300",,,Jim Sidorick,925-277-6026,,"{'latitude': '37.785021', 'needs_recoding': False, 'human_address': '{""address"":""611 Folsom Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.397379'}"
AT&T,TBD,TBD,6956,23,NCD,40-X,Commercial,TBD,"voice, video & data",wireless phones & modems,TBD,TBD,"UMTS, LTE","700, 850, 1900,1700,2300",,,Jim Sidorick,925-277-6026,,"{'latitude': '44.491511', 'needs_recoding': False, 'human_address': '{""address"":""30 Onondaga Avenue"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-73.123018'}"
AT&T,TBD,TBD,1865,4,RH-2,40-X,Residential,TBD,"voice, video & data",wireless phones & modems,TBD,TBD,"UMTS, LTE","700, 850, 1900,1700,2300",,,Jim Sidorick,925-277-6026,,"{'latitude': '19.587848', 'needs_recoding': False, 'human_address': '{""address"":""1515 19Th Avenue"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-154.984463'}"
AT&T,TBD,TBD,5431A,001M,PDR-2,65-J,TBD,TBD,"voice, video & data",wireless phones & modems,TBD,TBD,"UMTS, LTE","700, 850, 1900,1700,2300",,,Jim Sidorick,925-277-6026,,"{'latitude': '38.663308', 'needs_recoding': False, 'human_address': '{""address"":""6150 3Rd Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-76.532246'}"
Verizon Wireless,123355,MARKET & 3rd,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,161750,MACARTHUR TUNNEL,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,182995,DIAMOND HEIGHTS,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,182999,MCLAREN PARK,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,220736,PIER 27,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,248132,SACRAMENTO & TAYLOR,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,254635,DOYLE DR TUNNEL,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,255923,INNER SUNSET,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,255926,SUNSET NORIEGA,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,255930,37th & Fulton,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,264456,LA PLAYA,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,264546,MH DE YOUNG,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,264594,OVERLOOK DR,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,264595,POLO FIELDS,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,264596,MARINA WEST,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,264597,CAPITOL & SAGAMORE,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,393749,SF Metreon,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,320462,SF Grove St,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,272338,SF MASONIC AVE,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,273821,BUSH & VAN NESS,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,273826,MISSION & 2ND,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,274323,FILLMORE & MCALLISTER,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,274324,VAN NESS & BAY ST,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,274325,MARINA & LAGUNA,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,278134,YMCA CABRILLO & 17TH SC1,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,278142,HARRISON & EMBARCADERO,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,278179,CALIFORNIA & BRODERICK,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,439606,Pine & Fillmore,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,278183,SF MONTEREY BLVD,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,278185,SF DAY ST,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,278693,ARMY MISSION RELO,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,280390,SF SUTTER DAVIES DAS MACRO,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,280718,GEARY & LEAVENWORTH,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,287911,SF TOWNSEND ST,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,287912,TREASURE ISLAND 2,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,289849,SF CROSSOVER DRIVE,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,289850,SF LINCOLN WAY,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,291699,BAYSHORE CALTRAIN STATION,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,291700,CENTRAL CHINA TOWN,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,291706,NORTH PACIFIC HEIGHTS SC1,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,291707,EMBARCADERO & BAY ST,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,291708,POTRERO HILL,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,291711,SF 3RD & TOWNSEND,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,291713,SF BRYANT & ZOE,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,291718,SF EDINBURG & RUSSIA SC1,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,291719,SF EAST SUNSET,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,291721,SF HAIGHT & STEINER,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,291722,SF HOWARD & HAWTHORNE,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,291723,SF LAGUNA ST,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,291724,SF LAKE MERCED,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,291726,SF NORTH BEACH,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,291728,SF OCEAN & CERRITOS,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,291729,SF PIERCE ST,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,291730,SF PRESIDIO MARINA,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,291731,SF QUINT ST,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,291734,SOUTH BASIN,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,291735,SF JACKSON & HYDE,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,291737,SOUTH BERNAL HEIGHTS,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,291739,SF 10TH & HARRISION ST,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,291740,VISITATION VALLEY SC1,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,297862,SF_LM_PH1_SC 28,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}'}"
Verizon Wireless,297869,SF_LM_PH1_SC 35,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}'}"
Verizon Wireless,297870,SF_LM_PH1_SC 36,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.786982', 'needs_recoding': False, 'human_address': '{""address"":""541 The Embarcadero"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.387872'}"
Verizon Wireless,297871,SF_LM_PH1_SC 37,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.784744', 'needs_recoding': False, 'human_address': '{""address"":""302 Bryant St."",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.391347'}"
Verizon Wireless,297879,SF_LM_PH1_SC 45,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.778295', 'needs_recoding': False, 'human_address': '{""address"":""221 King Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.391917'}"
Verizon Wireless,297883,SF_LM_PH1_SC 49,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}'}"
Verizon Wireless,298549,SF_LM_PH2_SC 55,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,298557,SF LM PH2 SC 69 - A,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,
Verizon Wireless,301969,SF_LM_PH2_SC 86,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.775308', 'needs_recoding': False, 'human_address': '{""address"":""SW corner of 383 King St. (Facing Cal train)"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.395637'}"
Verizon Wireless,302001,SF LM PH2 SC 94,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}'}"
Verizon Wireless,302005,SF LM PH2 SC 97 - A,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}'}"
Verizon Wireless,302009,SF_LM_PH2_SC 101,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.781053', 'needs_recoding': False, 'human_address': '{""address"":""930 Howard Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.405667'}"
Verizon Wireless,302016,SF LM PH2 SC 119 - A,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.777821', 'needs_recoding': False, 'human_address': '{""address"":""131 8th St."",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.412761'}"
Verizon Wireless,302035,SF LM PH3 SC 131 - A,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.768372', 'needs_recoding': False, 'human_address': '{""address"":""101 Utah Street."",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.406658'}"
Verizon Wireless,302042,SF LM PH3 SC 132 - A,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.77623', 'needs_recoding': False, 'human_address': '{""address"":""Terry Francois Blvd"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.387942'}"
Verizon Wireless,302041,SF LM PH3 SC 133 - A,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.772194', 'needs_recoding': False, 'human_address': '{""address"":""325 China Basin Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.387486'}"
Verizon Wireless,302042,SF_LM_PH3_SC 134,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.771169', 'needs_recoding': False, 'human_address': '{""address"":""456 Terry Francois Blvd."",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.386656'}"
Verizon Wireless,302044,SF_LM_PH3_SC 139,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.769956', 'needs_recoding': False, 'human_address': '{""address"":""18 Terry Francois Blvd."",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.386247'}"
Verizon Wireless,302045,SF_LM_PH3_SC 140,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.766972', 'needs_recoding': False, 'human_address': '{""address"":""700 Terry Francois Blvd"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.386142'}"
Verizon Wireless,302050,SF_LM_PH3_SC 141,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.768775', 'needs_recoding': False, 'human_address': '{""address"":""1301 3rd St."",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.388766'}"
Verizon Wireless,302051,SF_LM_PH3_SC 150,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.766815', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.388069'}"
Verizon Wireless,302052,SF_LM_PH3_SC 151,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.764412', 'needs_recoding': False, 'human_address': '{""address"":""560 Mariposa"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.389662'}"
Verizon Wireless,302053,SF_LM_PH3_SC 152,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.775363', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.389058'}"
Verizon Wireless,302054,SF_LM_PH3_SC 153,TBD,TBD,TBD,TBD,TBD,,"Voice, High Speed Data",,,TBD,,TBD,TBD,TBD,TBD,TBD,TBD,"{'latitude': '37.77396', 'needs_recoding': False, 'human_address': '{""address"":""TBD"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.388207'}"
