"State","Sex","Race/Ethnicity","Age Group","First Year","Last Year","Rank","Cause of Death","Deaths"
"United States","Females","All Races,","All Ages","2013","2013","1","Heart Disease","289758"
"United States","Females","All Races,","All Ages","2013","2013","2","Malignant Neoplasms","277322"
"United States","Females","All Races,","All Ages","2013","2013","3","Chronic Low. Respiratory Disease","78888"
"United States","Females","All Races,","All Ages","2013","2013","4","Cerebrovascular","75287"
"United States","Females","All Races,","All Ages","2013","2013","5","Alzheimer's Disease","58931"
"United States","Females","All Races,","All Ages","2013","2013","6","Unintentional Injury","48641"
"United States","Females","All Races,","All Ages","2013","2013","7","Diabetes Mellitus","35737"
"United States","Females","All Races,","All Ages","2013","2013","8","Influenza & Pneumonia","30175"
"United States","Females","All Races,","All Ages","2013","2013","9","Nephritis","23619"
"United States","Females","All Races,","All Ages","2013","2013","10","Septicemia","20162"
