"State","Sex","Race/Ethnicity","Age Group","First Year","Last Year","Rank","Cause of Death","Deaths"
"United States","Males","All Races,","25-34 yrs","2018","2018","3","Homicide","4362"
"United States","Males","All Races,","25-34 yrs","2018","2018","4","Heart Disease","2341"
"United States","Males","All Races,","25-34 yrs","2018","2018","5","Malignant Neoplasms","1738"
"United States","Males","All Races,","25-34 yrs","2018","2018","6","Liver Disease","584"
"United States","Males","All Races,","25-34 yrs","2018","2018","7","Diabetes Mellitus","491"
"United States","Males","All Races,","25-34 yrs","2018","2018","8","HIV","391"
"United States","Males","All Races,","25-34 yrs","2018","2018","9","Cerebrovascular","328"
"United States","Males","All Races,","25-34 yrs","2018","2018","10","Influenza & Pneumonia","270"
"United States","Males","All Races,","35-44 yrs","2018","2018","1","Unintentional Injury","16232"
"United States","Males","All Races,","35-44 yrs","2018","2018","2","Heart Disease","7219"
"United States","Males","All Races,","35-44 yrs","2018","2018","3","Suicide","5779"
"United States","Males","All Races,","35-44 yrs","2018","2018","4","Malignant Neoplasms","4556"
"United States","Males","All Races,","35-44 yrs","2018","2018","5","Homicide","2653"
"United States","Males","All Races,","35-44 yrs","2018","2018","6","Liver Disease","1937"
"United States","Males","All Races,","35-44 yrs","2018","2018","7","Diabetes Mellitus","1422"
"United States","Males","All Races,","35-44 yrs","2018","2018","8","Cerebrovascular","962"
"United States","Males","All Races,","35-44 yrs","2018","2018","9","Influenza & Pneumonia","508"
"United States","Males","All Races,","35-44 yrs","2018","2018","10","HIV","506"
"United States","Males","All Races,","45-54 yrs","2018","2018","1","Heart Disease","22621"
"United States","Males","All Races,","45-54 yrs","2018","2018","2","Malignant Neoplasms","17913"
"United States","Males","All Races,","45-54 yrs","2018","2018","3","Unintentional Injury","16130"
"United States","Males","All Races,","45-54 yrs","2018","2018","4","Suicide","6202"
"United States","Males","All Races,","45-54 yrs","2018","2018","5","Liver Disease","5332"
"United States","Males","All Races,","45-54 yrs","2018","2018","6","Diabetes Mellitus","4050"
"United States","Males","All Races,","45-54 yrs","2018","2018","7","Cerebrovascular","2945"
"United States","Males","All Races,","45-54 yrs","2018","2018","8","Chronic Low. Respiratory Disease","1818"
"United States","Males","All Races,","45-54 yrs","2018","2018","9","Homicide","1589"
"United States","Males","All Races,","45-54 yrs","2018","2018","10","Nephritis","1374"
"United States","Males","All Races,","55-64 yrs","2018","2018","1","Malignant Neoplasms","61889"
"United States","Males","All Races,","55-64 yrs","2018","2018","2","Heart Disease","56360"
"United States","Males","All Races,","55-64 yrs","2018","2018","3","Unintentional Injury","16522"
"United States","Males","All Races,","55-64 yrs","2018","2018","4","Chronic Low. Respiratory Disease","9650"
"United States","Males","All Races,","55-64 yrs","2018","2018","5","Liver Disease","9424"
"United States","Males","All Races,","55-64 yrs","2018","2018","6","Diabetes Mellitus","9411"
"United States","Males","All Races,","55-64 yrs","2018","2018","7","Cerebrovascular","7351"
"United States","Males","All Races,","55-64 yrs","2018","2018","8","Suicide","6471"
"United States","Males","All Races,","55-64 yrs","2018","2018","9","Nephritis","3342"
"United States","Males","All Races,","55-64 yrs","2018","2018","10","Influenza & Pneumonia","3317"
"United States","Males","All Races,","65+ yrs","2018","2018","1","Heart Disease","264920"
"United States","Males","All Races,","65+ yrs","2018","2018","2","Malignant Neoplasms","227938"
"United States","Males","All Races,","65+ yrs","2018","2018","3","Chronic Low. Respiratory Disease","63097"
"United States","Males","All Races,","65+ yrs","2018","2018","4","Cerebrovascular","51051"
"United States","Males","All Races,","65+ yrs","2018","2018","5","Alzheimer's Disease","37359"
"United States","Males","All Races,","65+ yrs","2018","2018","6","Diabetes Mellitus","32027"
"United States","Males","All Races,","65+ yrs","2018","2018","7","Unintentional Injury","29934"
"United States","Males","All Races,","65+ yrs","2018","2018","8","Influenza & Pneumonia","22923"
"United States","Males","All Races,","65+ yrs","2018","2018","9","Nephritis","21301"
"United States","Males","All Races,","65+ yrs","2018","2018","10","Parkinson's Disease","19943"
"United States","Males","All Races,","All Ages","2018","2018","1","Heart Disease","354404"
"United States","Males","All Races,","All Ages","2018","2018","2","Malignant Neoplasms","315553"
"United States","Males","All Races,","All Ages","2018","2018","3","Unintentional Injury","107884"
"United States","Males","All Races,","All Ages","2018","2018","4","Chronic Low. Respiratory Disease","75250"
"United States","Males","All Races,","All Ages","2018","2018","5","Cerebrovascular","62844"
"United States","Males","All Races,","All Ages","2018","2018","6","Diabetes Mellitus","47551"
"United States","Males","All Races,","All Ages","2018","2018","7","Alzheimer's Disease","37957"
"United States","Males","All Races,","All Ages","2018","2018","8","Suicide","37761"
"United States","Males","All Races,","All Ages","2018","2018","9","Influenza & Pneumonia","28683"
"United States","Males","All Races,","All Ages","2018","2018","10","Liver Disease","27227"
