"State","Sex","Race/Ethnicity","Age Group","First Year","Last Year","Rank","Cause of Death","Deaths"
"United States","Males","All Races,","10-14 yrs","2017","2017","2","Suicide","348"
"United States","Males","All Races,","10-14 yrs","2017","2017","3","Malignant Neoplasms","256"
"United States","Males","All Races,","10-14 yrs","2017","2017","4","Homicide","113"
"United States","Males","All Races,","10-14 yrs","2017","2017","5","Congenital Anomalies","104"
"United States","Males","All Races,","10-14 yrs","2017","2017","6","Heart Disease","54"
"United States","Males","All Races,","10-14 yrs","2017","2017","7","Chronic Low. Respiratory Disease","47"
"United States","Males","All Races,","10-14 yrs","2017","2017","8","Cerebrovascular","33"
"United States","Males","All Races,","10-14 yrs","2017","2017","9","Benign Neoplasms","19"
"United States","Males","All Races,","10-14 yrs","2017","2017","9","Influenza & Pneumonia","19"
"United States","Males","All Races,","15-24 yrs","2017","2017","1","Unintentional Injury","9746"
"United States","Males","All Races,","15-24 yrs","2017","2017","2","Suicide","5027"
"United States","Males","All Races,","15-24 yrs","2017","2017","3","Homicide","4234"
"United States","Males","All Races,","15-24 yrs","2017","2017","4","Malignant Neoplasms","833"
"United States","Males","All Races,","15-24 yrs","2017","2017","5","Heart Disease","620"
"United States","Males","All Races,","15-24 yrs","2017","2017","6","Congenital Anomalies","208"
"United States","Males","All Races,","15-24 yrs","2017","2017","7","Diabetes Mellitus","144"
"United States","Males","All Races,","15-24 yrs","2017","2017","8","Chronic Low. Respiratory Disease","115"
"United States","Males","All Races,","15-24 yrs","2017","2017","9","Influenza & Pneumonia","109"
"United States","Males","All Races,","15-24 yrs","2017","2017","10","Cerebrovascular","83"
"United States","Males","All Races,","25-34 yrs","2017","2017","1","Unintentional Injury","19001"
"United States","Males","All Races,","25-34 yrs","2017","2017","2","Suicide","6348"
"United States","Males","All Races,","25-34 yrs","2017","2017","3","Homicide","4607"
"United States","Males","All Races,","25-34 yrs","2017","2017","4","Heart Disease","2449"
"United States","Males","All Races,","25-34 yrs","2017","2017","5","Malignant Neoplasms","1690"
"United States","Males","All Races,","25-34 yrs","2017","2017","6","Liver Disease","551"
"United States","Males","All Races,","25-34 yrs","2017","2017","7","Diabetes Mellitus","471"
"United States","Males","All Races,","25-34 yrs","2017","2017","8","HIV","369"
"United States","Males","All Races,","25-34 yrs","2017","2017","9","Cerebrovascular","339"
"United States","Males","All Races,","25-34 yrs","2017","2017","10","Congenital Anomalies","276"
"United States","Males","All Races,","35-44 yrs","2017","2017","1","Unintentional Injury","16243"
"United States","Males","All Races,","35-44 yrs","2017","2017","2","Heart Disease","7074"
"United States","Males","All Races,","35-44 yrs","2017","2017","3","Suicide","5596"
"United States","Males","All Races,","35-44 yrs","2017","2017","4","Malignant Neoplasms","4725"
"United States","Males","All Races,","35-44 yrs","2017","2017","5","Homicide","2676"
"United States","Males","All Races,","35-44 yrs","2017","2017","6","Liver Disease","1853"
"United States","Males","All Races,","35-44 yrs","2017","2017","7","Diabetes Mellitus","1298"
"United States","Males","All Races,","35-44 yrs","2017","2017","8","Cerebrovascular","1034"
"United States","Males","All Races,","35-44 yrs","2017","2017","9","HIV","567"
"United States","Males","All Races,","35-44 yrs","2017","2017","10","Septicemia","456"
"United States","Males","All Races,","45-54 yrs","2017","2017","1","Heart Disease","22808"
"United States","Males","All Races,","45-54 yrs","2017","2017","2","Malignant Neoplasms","18898"
"United States","Males","All Races,","45-54 yrs","2017","2017","3","Unintentional Injury","16877"
"United States","Males","All Races,","45-54 yrs","2017","2017","4","Suicide","6331"
"United States","Males","All Races,","45-54 yrs","2017","2017","5","Liver Disease","5389"
"United States","Males","All Races,","45-54 yrs","2017","2017","6","Diabetes Mellitus","4020"
"United States","Males","All Races,","45-54 yrs","2017","2017","7","Cerebrovascular","3010"
"United States","Males","All Races,","45-54 yrs","2017","2017","8","Chronic Low. Respiratory Disease","1832"
"United States","Males","All Races,","45-54 yrs","2017","2017","9","Homicide","1737"
"United States","Males","All Races,","45-54 yrs","2017","2017","10","Septicemia","1323"
"United States","Males","All Races,","55-64 yrs","2017","2017","1","Malignant Neoplasms","62380"
"United States","Males","All Races,","55-64 yrs","2017","2017","2","Heart Disease","55335"
"United States","Males","All Races,","55-64 yrs","2017","2017","3","Unintentional Injury","16260"
"United States","Males","All Races,","55-64 yrs","2017","2017","4","Chronic Low. Respiratory Disease","9424"
"United States","Males","All Races,","55-64 yrs","2017","2017","5","Diabetes Mellitus","9282"
"United States","Males","All Races,","55-64 yrs","2017","2017","6","Liver Disease","9223"
"United States","Males","All Races,","55-64 yrs","2017","2017","7","Cerebrovascular","7332"
"United States","Males","All Races,","55-64 yrs","2017","2017","8","Suicide","6040"
"United States","Males","All Races,","55-64 yrs","2017","2017","9","Nephritis","3199"
"United States","Males","All Races,","55-64 yrs","2017","2017","10","Septicemia","3160"
"United States","Males","All Races,","65+ yrs","2017","2017","1","Heart Disease","259248"
"United States","Males","All Races,","65+ yrs","2017","2017","2","Malignant Neoplasms","225950"
"United States","Males","All Races,","65+ yrs","2017","2017","3","Chronic Low. Respiratory Disease","63004"
"United States","Males","All Races,","65+ yrs","2017","2017","4","Cerebrovascular","49693"
"United States","Males","All Races,","65+ yrs","2017","2017","5","Alzheimer's Disease","36757"
"United States","Males","All Races,","65+ yrs","2017","2017","6","Diabetes Mellitus","31064"
"United States","Males","All Races,","65+ yrs","2017","2017","7","Unintentional Injury","29065"
"United States","Males","All Races,","65+ yrs","2017","2017","8","Influenza & Pneumonia","21684"
"United States","Males","All Races,","65+ yrs","2017","2017","9","Nephritis","20644"
"United States","Males","All Races,","65+ yrs","2017","2017","10","Parkinson's Disease","18872"
"United States","Males","All Races,","All Ages","2017","2017","1","Heart Disease","347879"
"United States","Males","All Races,","All Ages","2017","2017","2","Malignant Neoplasms","315147"
"United States","Males","All Races,","All Ages","2017","2017","3","Unintentional Injury","109722"
"United States","Males","All Races,","All Ages","2017","2017","4","Chronic Low. Respiratory Disease","75005"
"United States","Males","All Races,","All Ages","2017","2017","5","Cerebrovascular","61645"
"United States","Males","All Races,","All Ages","2017","2017","6","Diabetes Mellitus","46302"
"United States","Males","All Races,","All Ages","2017","2017","7","Alzheimer's Disease","37325"
"United States","Males","All Races,","All Ages","2017","2017","8","Suicide","36782"
"United States","Males","All Races,","All Ages","2017","2017","9","Influenza & Pneumonia","26558"
"United States","Males","All Races,","All Ages","2017","2017","10","Liver Disease","26451"
