"State","Sex","Race/Ethnicity","Age Group","First Year","Last Year","Rank","Cause of Death","Deaths"
"United States","Males","All Races,","25-34 yrs","2012","2012","9","Cerebrovascular","297"
"United States","Males","All Races,","25-34 yrs","2012","2012","10","Congenital Anomalies","244"
"United States","Males","All Races,","35-44 yrs","2012","2012","1","Unintentional Injury","10473"
"United States","Males","All Races,","35-44 yrs","2012","2012","2","Heart Disease","7231"
"United States","Males","All Races,","35-44 yrs","2012","2012","3","Suicide","5185"
"United States","Males","All Races,","35-44 yrs","2012","2012","4","Malignant Neoplasms","4849"
"United States","Males","All Races,","35-44 yrs","2012","2012","5","Homicide","2138"
"United States","Males","All Races,","35-44 yrs","2012","2012","6","Liver Disease","1601"
"United States","Males","All Races,","35-44 yrs","2012","2012","7","Diabetes Mellitus","1156"
"United States","Males","All Races,","35-44 yrs","2012","2012","8","Cerebrovascular","962"
"United States","Males","All Races,","35-44 yrs","2012","2012","9","HIV","853"
"United States","Males","All Races,","35-44 yrs","2012","2012","10","Septicemia","386"
"United States","Males","All Races,","45-54 yrs","2012","2012","1","Heart Disease","24927"
"United States","Males","All Races,","45-54 yrs","2012","2012","2","Malignant Neoplasms","24003"
"United States","Males","All Races,","45-54 yrs","2012","2012","3","Unintentional Injury","13591"
"United States","Males","All Races,","45-54 yrs","2012","2012","4","Suicide","6578"
"United States","Males","All Races,","45-54 yrs","2012","2012","5","Liver Disease","5979"
"United States","Males","All Races,","45-54 yrs","2012","2012","6","Diabetes Mellitus","3604"
"United States","Males","All Races,","45-54 yrs","2012","2012","7","Cerebrovascular","3101"
"United States","Males","All Races,","45-54 yrs","2012","2012","8","Chronic Low. Respiratory Disease","2133"
"United States","Males","All Races,","45-54 yrs","2012","2012","9","HIV","1894"
"United States","Males","All Races,","45-54 yrs","2012","2012","10","Homicide","1530"
"United States","Males","All Races,","55-64 yrs","2012","2012","1","Malignant Neoplasms","62670"
"United States","Males","All Races,","55-64 yrs","2012","2012","2","Heart Disease","49557"
"United States","Males","All Races,","55-64 yrs","2012","2012","3","Unintentional Injury","10804"
"United States","Males","All Races,","55-64 yrs","2012","2012","4","Liver Disease","7939"
"United States","Males","All Races,","55-64 yrs","2012","2012","5","Chronic Low. Respiratory Disease","7881"
"United States","Males","All Races,","55-64 yrs","2012","2012","6","Diabetes Mellitus","7634"
"United States","Males","All Races,","55-64 yrs","2012","2012","7","Cerebrovascular","6410"
"United States","Males","All Races,","55-64 yrs","2012","2012","8","Suicide","5332"
"United States","Males","All Races,","55-64 yrs","2012","2012","9","Viral Hepatitis","2754"
"United States","Males","All Races,","55-64 yrs","2012","2012","10","Septicemia","2703"
"United States","Males","All Races,","65+ yrs","2012","2012","1","Heart Disease","227519"
"United States","Males","All Races,","65+ yrs","2012","2012","2","Malignant Neoplasms","210648"
"United States","Males","All Races,","65+ yrs","2012","2012","3","Chronic Low. Respiratory Disease","56938"
"United States","Males","All Races,","65+ yrs","2012","2012","4","Cerebrovascular","41628"
"United States","Males","All Races,","65+ yrs","2012","2012","5","Diabetes Mellitus","25702"
"United States","Males","All Races,","65+ yrs","2012","2012","6","Alzheimer's Disease","25235"
"United States","Males","All Races,","65+ yrs","2012","2012","7","Unintentional Injury","22144"
"United States","Males","All Races,","65+ yrs","2012","2012","8","Influenza & Pneumonia","19847"
"United States","Males","All Races,","65+ yrs","2012","2012","9","Nephritis","18242"
"United States","Males","All Races,","65+ yrs","2012","2012","10","Parkinson's Disease","13739"
"United States","Males","All Races,","All Ages","2012","2012","1","Heart Disease","312491"
"United States","Males","All Races,","All Ages","2012","2012","2","Malignant Neoplasms","305670"
"United States","Males","All Races,","All Ages","2012","2012","3","Unintentional Injury","80010"
"United States","Males","All Races,","All Ages","2012","2012","4","Chronic Low. Respiratory Disease","67673"
"United States","Males","All Races,","All Ages","2012","2012","5","Cerebrovascular","52638"
"United States","Males","All Races,","All Ages","2012","2012","6","Diabetes Mellitus","38584"
"United States","Males","All Races,","All Ages","2012","2012","7","Suicide","31780"
"United States","Males","All Races,","All Ages","2012","2012","8","Alzheimer's Disease","25653"
"United States","Males","All Races,","All Ages","2012","2012","9","Influenza & Pneumonia","24013"
"United States","Males","All Races,","All Ages","2012","2012","10","Nephritis","22731"
