"State","Sex","Race/Ethnicity","Age Group","First Year","Last Year","Rank","Cause of Death","Deaths"
"United States","Males","All Races,","15-24 yrs","2019","2019","8","Chronic Low. Respiratory Disease","109"
"United States","Males","All Races,","15-24 yrs","2019","2019","9","Cerebrovascular","93"
"United States","Males","All Races,","15-24 yrs","2019","2019","10","Influenza & Pneumonia","91"
"United States","Males","All Races,","25-34 yrs","2019","2019","1","Unintentional Injury","17918"
"United States","Males","All Races,","25-34 yrs","2019","2019","2","Suicide","6533"
"United States","Males","All Races,","25-34 yrs","2019","2019","3","Homicide","4534"
"United States","Males","All Races,","25-34 yrs","2019","2019","4","Heart Disease","2328"
"United States","Males","All Races,","25-34 yrs","2019","2019","5","Malignant Neoplasms","1744"
"United States","Males","All Races,","25-34 yrs","2019","2019","6","Liver Disease","694"
"United States","Males","All Races,","25-34 yrs","2019","2019","7","Diabetes Mellitus","562"
"United States","Males","All Races,","25-34 yrs","2019","2019","8","HIV","374"
"United States","Males","All Races,","25-34 yrs","2019","2019","9","Cerebrovascular","309"
"United States","Males","All Races,","25-34 yrs","2019","2019","10","Influenza & Pneumonia","254"
"United States","Males","All Races,","35-44 yrs","2019","2019","1","Unintentional Injury","17476"
"United States","Males","All Races,","35-44 yrs","2019","2019","2","Heart Disease","7190"
"United States","Males","All Races,","35-44 yrs","2019","2019","3","Suicide","5815"
"United States","Males","All Races,","35-44 yrs","2019","2019","4","Malignant Neoplasms","4521"
"United States","Males","All Races,","35-44 yrs","2019","2019","5","Homicide","2758"
"United States","Males","All Races,","35-44 yrs","2019","2019","6","Liver Disease","2160"
"United States","Males","All Races,","35-44 yrs","2019","2019","7","Diabetes Mellitus","1395"
"United States","Males","All Races,","35-44 yrs","2019","2019","8","Cerebrovascular","959"
"United States","Males","All Races,","35-44 yrs","2019","2019","9","Influenza & Pneumonia","524"
"United States","Males","All Races,","35-44 yrs","2019","2019","10","HIV","461"
"United States","Males","All Races,","45-54 yrs","2019","2019","1","Heart Disease","21997"
"United States","Males","All Races,","45-54 yrs","2019","2019","2","Malignant Neoplasms","17058"
"United States","Males","All Races,","45-54 yrs","2019","2019","3","Unintentional Injury","16547"
"United States","Males","All Races,","45-54 yrs","2019","2019","4","Suicide","5856"
"United States","Males","All Races,","45-54 yrs","2019","2019","5","Liver Disease","5220"
"United States","Males","All Races,","45-54 yrs","2019","2019","6","Diabetes Mellitus","4091"
"United States","Males","All Races,","45-54 yrs","2019","2019","7","Cerebrovascular","2955"
"United States","Males","All Races,","45-54 yrs","2019","2019","8","Chronic Low. Respiratory Disease","1615"
"United States","Males","All Races,","45-54 yrs","2019","2019","9","Homicide","1553"
"United States","Males","All Races,","45-54 yrs","2019","2019","10","Nephritis","1349"
"United States","Males","All Races,","55-64 yrs","2019","2019","1","Malignant Neoplasms","60385"
"United States","Males","All Races,","55-64 yrs","2019","2019","2","Heart Disease","55906"
"United States","Males","All Races,","55-64 yrs","2019","2019","3","Unintentional Injury","17659"
"United States","Males","All Races,","55-64 yrs","2019","2019","4","Diabetes Mellitus","9745"
"United States","Males","All Races,","55-64 yrs","2019","2019","5","Liver Disease","9612"
"United States","Males","All Races,","55-64 yrs","2019","2019","6","Chronic Low. Respiratory Disease","9407"
"United States","Males","All Races,","55-64 yrs","2019","2019","7","Cerebrovascular","7530"
"United States","Males","All Races,","55-64 yrs","2019","2019","8","Suicide","6290"
"United States","Males","All Races,","55-64 yrs","2019","2019","9","Nephritis","3513"
"United States","Males","All Races,","55-64 yrs","2019","2019","10","Septicemia","3065"
"United States","Males","All Races,","65+ yrs","2019","2019","1","Heart Disease","269477"
"United States","Males","All Races,","65+ yrs","2019","2019","2","Malignant Neoplasms","230736"
"United States","Males","All Races,","65+ yrs","2019","2019","3","Chronic Low. Respiratory Disease","61967"
"United States","Males","All Races,","65+ yrs","2019","2019","4","Cerebrovascular","52368"
"United States","Males","All Races,","65+ yrs","2019","2019","5","Alzheimer's Disease","37381"
"United States","Males","All Races,","65+ yrs","2019","2019","6","Diabetes Mellitus","33565"
"United States","Males","All Races,","65+ yrs","2019","2019","7","Unintentional Injury","32229"
"United States","Males","All Races,","65+ yrs","2019","2019","8","Nephritis","21158"
"United States","Males","All Races,","65+ yrs","2019","2019","9","Parkinson's Disease","21015"
"United States","Males","All Races,","65+ yrs","2019","2019","10","Influenza & Pneumonia","19359"
"United States","Males","All Races,","All Ages","2019","2019","1","Heart Disease","357761"
"United States","Males","All Races,","All Ages","2019","2019","2","Malignant Neoplasms","315876"
"United States","Males","All Races,","All Ages","2019","2019","3","Unintentional Injury","112720"
"United States","Males","All Races,","All Ages","2019","2019","4","Chronic Low. Respiratory Disease","73724"
"United States","Males","All Races,","All Ages","2019","2019","5","Cerebrovascular","64347"
"United States","Males","All Races,","All Ages","2019","2019","6","Diabetes Mellitus","49512"
"United States","Males","All Races,","All Ages","2019","2019","7","Alzheimer's Disease","37983"
"United States","Males","All Races,","All Ages","2019","2019","8","Suicide","37256"
"United States","Males","All Races,","All Ages","2019","2019","9","Liver Disease","28105"
"United States","Males","All Races,","All Ages","2019","2019","10","Nephritis","26669"
