"State","Sex","Race/Ethnicity","Age Group","First Year","Last Year","Rank","Cause of Death","Deaths"
"United States","Males","All Races,","10-14 yrs","2014","2014","5","Congenital Anomalies","96"
"United States","Males","All Races,","10-14 yrs","2014","2014","6","Heart Disease","68"
"United States","Males","All Races,","10-14 yrs","2014","2014","7","Chronic Low. Respiratory Disease","44"
"United States","Males","All Races,","10-14 yrs","2014","2014","8","Cerebrovascular","27"
"United States","Males","All Races,","10-14 yrs","2014","2014","9","Influenza & Pneumonia","21"
"United States","Males","All Races,","10-14 yrs","2014","2014","10","Benign Neoplasms","18"
"United States","Males","All Races,","15-24 yrs","2014","2014","1","Unintentional Injury","8765"
"United States","Males","All Races,","15-24 yrs","2014","2014","2","Suicide","4100"
"United States","Males","All Races,","15-24 yrs","2014","2014","3","Homicide","3624"
"United States","Males","All Races,","15-24 yrs","2014","2014","4","Malignant Neoplasms","952"
"United States","Males","All Races,","15-24 yrs","2014","2014","5","Heart Disease","616"
"United States","Males","All Races,","15-24 yrs","2014","2014","6","Congenital Anomalies","211"
"United States","Males","All Races,","15-24 yrs","2014","2014","7","Chronic Low. Respiratory Disease","116"
"United States","Males","All Races,","15-24 yrs","2014","2014","7","Influenza & Pneumonia","116"
"United States","Males","All Races,","15-24 yrs","2014","2014","8","Diabetes Mellitus","115"
"United States","Males","All Races,","15-24 yrs","2014","2014","9","Cerebrovascular","102"
"United States","Males","All Races,","25-34 yrs","2014","2014","1","Unintentional Injury","12822"
"United States","Males","All Races,","25-34 yrs","2014","2014","2","Suicide","5226"
"United States","Males","All Races,","25-34 yrs","2014","2014","3","Homicide","3490"
"United States","Males","All Races,","25-34 yrs","2014","2014","4","Heart Disease","2266"
"United States","Males","All Races,","25-34 yrs","2014","2014","5","Malignant Neoplasms","1794"
"United States","Males","All Races,","25-34 yrs","2014","2014","6","Liver Disease","437"
"United States","Males","All Races,","25-34 yrs","2014","2014","7","Diabetes Mellitus","432"
"United States","Males","All Races,","25-34 yrs","2014","2014","8","HIV","413"
"United States","Males","All Races,","25-34 yrs","2014","2014","9","Cerebrovascular","331"
"United States","Males","All Races,","25-34 yrs","2014","2014","10","Influenza & Pneumonia","288"
"United States","Males","All Races,","35-44 yrs","2014","2014","1","Unintentional Injury","11052"
"United States","Males","All Races,","35-44 yrs","2014","2014","2","Heart Disease","7021"
"United States","Males","All Races,","35-44 yrs","2014","2014","3","Suicide","5044"
"United States","Males","All Races,","35-44 yrs","2014","2014","4","Malignant Neoplasms","4829"
"United States","Males","All Races,","35-44 yrs","2014","2014","5","Homicide","2067"
"United States","Males","All Races,","35-44 yrs","2014","2014","6","Liver Disease","1617"
"United States","Males","All Races,","35-44 yrs","2014","2014","7","Diabetes Mellitus","1211"
"United States","Males","All Races,","35-44 yrs","2014","2014","8","Cerebrovascular","1001"
"United States","Males","All Races,","35-44 yrs","2014","2014","9","HIV","774"
"United States","Males","All Races,","35-44 yrs","2014","2014","10","Influenza & Pneumonia","616"
"United States","Males","All Races,","45-54 yrs","2014","2014","1","Heart Disease","24316"
"United States","Males","All Races,","45-54 yrs","2014","2014","2","Malignant Neoplasms","22053"
"United States","Males","All Races,","45-54 yrs","2014","2014","3","Unintentional Injury","13826"
"United States","Males","All Races,","45-54 yrs","2014","2014","4","Suicide","6427"
"United States","Males","All Races,","45-54 yrs","2014","2014","5","Liver Disease","5727"
"United States","Males","All Races,","45-54 yrs","2014","2014","6","Diabetes Mellitus","3795"
"United States","Males","All Races,","45-54 yrs","2014","2014","7","Cerebrovascular","2995"
"United States","Males","All Races,","45-54 yrs","2014","2014","8","Chronic Low. Respiratory Disease","2002"
"United States","Males","All Races,","45-54 yrs","2014","2014","9","HIV","1662"
"United States","Males","All Races,","45-54 yrs","2014","2014","10","Influenza & Pneumonia","1488"
"United States","Males","All Races,","55-64 yrs","2014","2014","1","Malignant Neoplasms","63825"
"United States","Males","All Races,","55-64 yrs","2014","2014","2","Heart Disease","51795"
"United States","Males","All Races,","55-64 yrs","2014","2014","3","Unintentional Injury","12162"
"United States","Males","All Races,","55-64 yrs","2014","2014","4","Liver Disease","8871"
"United States","Males","All Races,","55-64 yrs","2014","2014","5","Chronic Low. Respiratory Disease","8549"
"United States","Males","All Races,","55-64 yrs","2014","2014","6","Diabetes Mellitus","8196"
"United States","Males","All Races,","55-64 yrs","2014","2014","7","Cerebrovascular","6796"
"United States","Males","All Races,","55-64 yrs","2014","2014","8","Suicide","5689"
"United States","Males","All Races,","55-64 yrs","2014","2014","9","Influenza & Pneumonia","3076"
"United States","Males","All Races,","55-64 yrs","2014","2014","10","Septicemia","3007"
"United States","Males","All Races,","65+ yrs","2014","2014","1","Heart Disease","238678"
"United States","Males","All Races,","65+ yrs","2014","2014","2","Malignant Neoplasms","217140"
"United States","Males","All Races,","65+ yrs","2014","2014","3","Chronic Low. Respiratory Disease","58078"
"United States","Males","All Races,","65+ yrs","2014","2014","4","Cerebrovascular","44125"
"United States","Males","All Races,","65+ yrs","2014","2014","5","Alzheimer's Disease","27965"
"United States","Males","All Races,","65+ yrs","2014","2014","6","Diabetes Mellitus","27341"
"United States","Males","All Races,","65+ yrs","2014","2014","7","Unintentional Injury","24323"
"United States","Males","All Races,","65+ yrs","2014","2014","8","Influenza & Pneumonia","20804"
"United States","Males","All Races,","65+ yrs","2014","2014","9","Nephritis","19658"
"United States","Males","All Races,","65+ yrs","2014","2014","10","Parkinson's Disease","15240"
"United States","Males","All Races,","All Ages","2014","2014","1","Heart Disease","325077"
"United States","Males","All Races,","All Ages","2014","2014","2","Malignant Neoplasms","311296"
"United States","Males","All Races,","All Ages","2014","2014","3","Unintentional Injury","85340"
"United States","Males","All Races,","All Ages","2014","2014","4","Chronic Low. Respiratory Disease","69456"
"United States","Males","All Races,","All Ages","2014","2014","5","Cerebrovascular","55471"
"United States","Males","All Races,","All Ages","2014","2014","6","Diabetes Mellitus","41111"
"United States","Males","All Races,","All Ages","2014","2014","7","Suicide","33162"
"United States","Males","All Races,","All Ages","2014","2014","8","Alzheimer's Disease","28362"
"United States","Males","All Races,","All Ages","2014","2014","9","Influenza & Pneumonia","26586"
"United States","Males","All Races,","All Ages","2014","2014","10","Liver Disease","24584"
