"State","Sex","Race/Ethnicity","Age Group","First Year","Last Year","Rank","Cause of Death","Deaths"
"United States","Females","All Races,","15-24 yrs","2018","2018","4","Malignant Neoplasms","516"
"United States","Females","All Races,","15-24 yrs","2018","2018","5","Heart Disease","291"
"United States","Females","All Races,","15-24 yrs","2018","2018","6","Complicated Pregnancy","151"
"United States","Females","All Races,","15-24 yrs","2018","2018","7","Congenital Anomalies","133"
"United States","Females","All Races,","15-24 yrs","2018","2018","8","Diabetes Mellitus","116"
"United States","Females","All Races,","15-24 yrs","2018","2018","9","Chronic Low. Respiratory Disease","75"
"United States","Females","All Races,","15-24 yrs","2018","2018","10","Influenza & Pneumonia","71"
"United States","Females","All Races,","25-34 yrs","2018","2018","1","Unintentional Injury","6500"
"United States","Females","All Races,","25-34 yrs","2018","2018","2","Malignant Neoplasms","1946"
"United States","Females","All Races,","25-34 yrs","2018","2018","3","Suicide","1670"
"United States","Females","All Races,","25-34 yrs","2018","2018","4","Heart Disease","1220"
"United States","Females","All Races,","25-34 yrs","2018","2018","5","Homicide","872"
"United States","Females","All Races,","25-34 yrs","2018","2018","6","Liver Disease","424"
"United States","Females","All Races,","25-34 yrs","2018","2018","7","Complicated Pregnancy","421"
"United States","Females","All Races,","25-34 yrs","2018","2018","8","Diabetes Mellitus","346"
"United States","Females","All Races,","25-34 yrs","2018","2018","9","Cerebrovascular","239"
"United States","Females","All Races,","25-34 yrs","2018","2018","10","Congenital Anomalies","206"
"United States","Females","All Races,","35-44 yrs","2018","2018","1","Unintentional Injury","6435"
"United States","Females","All Races,","35-44 yrs","2018","2018","2","Malignant Neoplasms","6084"
"United States","Females","All Races,","35-44 yrs","2018","2018","3","Heart Disease","3313"
"United States","Females","All Races,","35-44 yrs","2018","2018","4","Suicide","1742"
"United States","Females","All Races,","35-44 yrs","2018","2018","5","Liver Disease","1171"
"United States","Females","All Races,","35-44 yrs","2018","2018","6","Diabetes Mellitus","860"
"United States","Females","All Races,","35-44 yrs","2018","2018","7","Cerebrovascular","742"
"United States","Females","All Races,","35-44 yrs","2018","2018","8","Homicide","651"
"United States","Females","All Races,","35-44 yrs","2018","2018","9","Influenza & Pneumonia","448"
"United States","Females","All Races,","35-44 yrs","2018","2018","10","Septicemia","409"
"United States","Females","All Races,","45-54 yrs","2018","2018","1","Malignant Neoplasms","19388"
"United States","Females","All Races,","45-54 yrs","2018","2018","2","Heart Disease","9599"
"United States","Females","All Races,","45-54 yrs","2018","2018","3","Unintentional Injury","6926"
"United States","Females","All Races,","45-54 yrs","2018","2018","4","Liver Disease","2825"
"United States","Females","All Races,","45-54 yrs","2018","2018","5","Diabetes Mellitus","2364"
"United States","Females","All Races,","45-54 yrs","2018","2018","6","Cerebrovascular","2183"
"United States","Females","All Races,","45-54 yrs","2018","2018","7","Suicide","2143"
"United States","Females","All Races,","45-54 yrs","2018","2018","8","Chronic Low. Respiratory Disease","1989"
"United States","Females","All Races,","45-54 yrs","2018","2018","9","Septicemia","1122"
"United States","Females","All Races,","45-54 yrs","2018","2018","10","Influenza & Pneumonia","1030"
"United States","Females","All Races,","55-64 yrs","2018","2018","1","Malignant Neoplasms","52058"
"United States","Females","All Races,","55-64 yrs","2018","2018","2","Heart Disease","24682"
"United States","Females","All Races,","55-64 yrs","2018","2018","3","Chronic Low. Respiratory Disease","9154"
"United States","Females","All Races,","55-64 yrs","2018","2018","4","Unintentional Injury","7171"
"United States","Females","All Races,","55-64 yrs","2018","2018","5","Diabetes Mellitus","5530"
"United States","Females","All Races,","55-64 yrs","2018","2018","6","Cerebrovascular","5438"
"United States","Females","All Races,","55-64 yrs","2018","2018","7","Liver Disease","4521"
"United States","Females","All Races,","55-64 yrs","2018","2018","8","Septicemia","2755"
"United States","Females","All Races,","55-64 yrs","2018","2018","9","Influenza & Pneumonia","2541"
"United States","Females","All Races,","55-64 yrs","2018","2018","10","Nephritis","2398"
"United States","Females","All Races,","65+ yrs","2018","2018","1","Heart Disease","261589"
"United States","Females","All Races,","65+ yrs","2018","2018","2","Malignant Neoplasms","203164"
"United States","Females","All Races,","65+ yrs","2018","2018","3","Alzheimer's Disease","83299"
"United States","Females","All Races,","65+ yrs","2018","2018","4","Cerebrovascular","76193"
"United States","Females","All Races,","65+ yrs","2018","2018","5","Chronic Low. Respiratory Disease","72463"
"United States","Females","All Races,","65+ yrs","2018","2018","6","Diabetes Mellitus","28155"
"United States","Females","All Races,","65+ yrs","2018","2018","7","Unintentional Injury","27279"
"United States","Females","All Races,","65+ yrs","2018","2018","8","Influenza & Pneumonia","25965"
"United States","Females","All Races,","65+ yrs","2018","2018","9","Nephritis","20931"
"United States","Females","All Races,","65+ yrs","2018","2018","10","Hypertension","17452"
"United States","Females","All Races,","All Ages","2018","2018","1","Heart Disease","300977"
"United States","Females","All Races,","All Ages","2018","2018","2","Malignant Neoplasms","283721"
"United States","Females","All Races,","All Ages","2018","2018","3","Cerebrovascular","84966"
"United States","Females","All Races,","All Ages","2018","2018","4","Chronic Low. Respiratory Disease","84236"
"United States","Females","All Races,","All Ages","2018","2018","5","Alzheimer's Disease","84062"
"United States","Females","All Races,","All Ages","2018","2018","6","Unintentional Injury","59243"
"United States","Females","All Races,","All Ages","2018","2018","7","Diabetes Mellitus","37395"
"United States","Females","All Races,","All Ages","2018","2018","8","Influenza & Pneumonia","30437"
"United States","Females","All Races,","All Ages","2018","2018","9","Nephritis","24671"
"United States","Females","All Races,","All Ages","2018","2018","10","Septicemia","20898"
