"State","Sex","Race/Ethnicity","Age Group","First Year","Last Year","Rank","Cause of Death","Deaths"
"United States","Females","All Races,","45-54 yrs","2010","2010","6","Chronic Low. Respiratory Disease","2399"
"United States","Females","All Races,","45-54 yrs","2010","2010","7","Diabetes Mellitus","2082"
"United States","Females","All Races,","45-54 yrs","2010","2010","8","Suicide","2066"
"United States","Females","All Races,","45-54 yrs","2010","2010","9","Septicemia","1079"
"United States","Females","All Races,","45-54 yrs","2010","2010","10","Nephritis","976"
"United States","Females","All Races,","55-64 yrs","2010","2010","1","Malignant Neoplasms","48801"
"United States","Females","All Races,","55-64 yrs","2010","2010","2","Heart Disease","20644"
"United States","Females","All Races,","55-64 yrs","2010","2010","3","Chronic Low. Respiratory Disease","6823"
"United States","Females","All Races,","55-64 yrs","2010","2010","4","Cerebrovascular","4584"
"United States","Females","All Races,","55-64 yrs","2010","2010","5","Diabetes Mellitus","4555"
"United States","Females","All Races,","55-64 yrs","2010","2010","6","Unintentional Injury","4414"
"United States","Females","All Races,","55-64 yrs","2010","2010","7","Liver Disease","2817"
"United States","Females","All Races,","55-64 yrs","2010","2010","8","Nephritis","2198"
"United States","Females","All Races,","55-64 yrs","2010","2010","9","Septicemia","2159"
"United States","Females","All Races,","55-64 yrs","2010","2010","10","Suicide","1515"
"United States","Females","All Races,","65+ yrs","2010","2010","1","Heart Disease","254173"
"United States","Females","All Races,","65+ yrs","2010","2010","2","Malignant Neoplasms","190163"
"United States","Females","All Races,","65+ yrs","2010","2010","3","Cerebrovascular","68576"
"United States","Females","All Races,","65+ yrs","2010","2010","4","Chronic Low. Respiratory Disease","62826"
"United States","Females","All Races,","65+ yrs","2010","2010","5","Alzheimer's Disease","57621"
"United States","Females","All Races,","65+ yrs","2010","2010","6","Diabetes Mellitus","25864"
"United States","Females","All Races,","65+ yrs","2010","2010","7","Influenza & Pneumonia","23396"
"United States","Females","All Races,","65+ yrs","2010","2010","8","Nephritis","21874"
"United States","Females","All Races,","65+ yrs","2010","2010","9","Unintentional Injury","20821"
"United States","Females","All Races,","65+ yrs","2010","2010","10","Septicemia","14750"
"United States","Females","All Races,","All Ages","2010","2010","1","Heart Disease","290305"
"United States","Females","All Races,","All Ages","2010","2010","2","Malignant Neoplasms","273706"
"United States","Females","All Races,","All Ages","2010","2010","3","Cerebrovascular","77109"
"United States","Females","All Races,","All Ages","2010","2010","4","Chronic Low. Respiratory Disease","72657"
"United States","Females","All Races,","All Ages","2010","2010","5","Alzheimer's Disease","58130"
"United States","Females","All Races,","All Ages","2010","2010","6","Unintentional Injury","44938"
"United States","Females","All Races,","All Ages","2010","2010","7","Diabetes Mellitus","33581"
"United States","Females","All Races,","All Ages","2010","2010","8","Influenza & Pneumonia","26482"
"United States","Females","All Races,","All Ages","2010","2010","9","Nephritis","25611"
"United States","Females","All Races,","All Ages","2010","2010","10","Septicemia","18743"
