"State","Sex","Race/Ethnicity","Age Group","First Year","Last Year","Rank","Cause of Death","Deaths"
"United States","Males","All Races,","5-9 yrs","2010","2010","5","Chronic Low. Respiratory Disease","44"
"United States","Males","All Races,","5-9 yrs","2010","2010","6","Heart Disease","34"
"United States","Males","All Races,","5-9 yrs","2010","2010","7","Cerebrovascular","27"
"United States","Males","All Races,","5-9 yrs","2010","2010","8","Benign Neoplasms","17"
"United States","Males","All Races,","5-9 yrs","2010","2010","9","Septicemia","16"
"United States","Males","All Races,","5-9 yrs","2010","2010","10","Influenza & Pneumonia","15"
"United States","Males","All Races,","10-14 yrs","2010","2010","1","Unintentional Injury","569"
"United States","Males","All Races,","10-14 yrs","2010","2010","2","Malignant Neoplasms","243"
"United States","Males","All Races,","10-14 yrs","2010","2010","3","Suicide","180"
"United States","Males","All Races,","10-14 yrs","2010","2010","4","Homicide","104"
"United States","Males","All Races,","10-14 yrs","2010","2010","5","Congenital Anomalies","67"
"United States","Males","All Races,","10-14 yrs","2010","2010","6","Heart Disease","62"
"United States","Males","All Races,","10-14 yrs","2010","2010","7","Chronic Low. Respiratory Disease","46"
"United States","Males","All Races,","10-14 yrs","2010","2010","8","Cerebrovascular","27"
"United States","Males","All Races,","10-14 yrs","2010","2010","9","Septicemia","22"
"United States","Males","All Races,","10-14 yrs","2010","2010","10","Benign Neoplasms","18"
"United States","Males","All Races,","15-24 yrs","2010","2010","1","Unintentional Injury","9088"
"United States","Males","All Races,","15-24 yrs","2010","2010","2","Homicide","4067"
"United States","Males","All Races,","15-24 yrs","2010","2010","3","Suicide","3771"
"United States","Males","All Races,","15-24 yrs","2010","2010","4","Malignant Neoplasms","997"
"United States","Males","All Races,","15-24 yrs","2010","2010","5","Heart Disease","719"
"United States","Males","All Races,","15-24 yrs","2010","2010","6","Congenital Anomalies","251"
"United States","Males","All Races,","15-24 yrs","2010","2010","7","Cerebrovascular","107"
"United States","Males","All Races,","15-24 yrs","2010","2010","8","Influenza & Pneumonia","105"
"United States","Males","All Races,","15-24 yrs","2010","2010","9","HIV","100"
"United States","Males","All Races,","15-24 yrs","2010","2010","10","Chronic Low. Respiratory Disease","96"
"United States","Males","All Races,","25-34 yrs","2010","2010","1","Unintentional Injury","10803"
"United States","Males","All Races,","25-34 yrs","2010","2010","2","Suicide","4643"
"United States","Males","All Races,","25-34 yrs","2010","2010","3","Homicide","3574"
"United States","Males","All Races,","25-34 yrs","2010","2010","4","Heart Disease","2212"
"United States","Males","All Races,","25-34 yrs","2010","2010","5","Malignant Neoplasms","1784"
"United States","Males","All Races,","25-34 yrs","2010","2010","6","HIV","482"
"United States","Males","All Races,","25-34 yrs","2010","2010","7","Diabetes Mellitus","344"
"United States","Males","All Races,","25-34 yrs","2010","2010","8","Liver Disease","307"
"United States","Males","All Races,","25-34 yrs","2010","2010","9","Cerebrovascular","264"
"United States","Males","All Races,","25-34 yrs","2010","2010","10","Congenital Anomalies","233"
"United States","Males","All Races,","35-44 yrs","2010","2010","1","Unintentional Injury","10196"
"United States","Males","All Races,","35-44 yrs","2010","2010","2","Heart Disease","7366"
"United States","Males","All Races,","35-44 yrs","2010","2010","3","Malignant Neoplasms","5146"
"United States","Males","All Races,","35-44 yrs","2010","2010","4","Suicide","5033"
"United States","Males","All Races,","35-44 yrs","2010","2010","5","Homicide","1878"
"United States","Males","All Races,","35-44 yrs","2010","2010","6","Liver Disease","1612"
"United States","Males","All Races,","35-44 yrs","2010","2010","7","HIV","1294"
"United States","Males","All Races,","35-44 yrs","2010","2010","8","Diabetes Mellitus","1061"
"United States","Males","All Races,","35-44 yrs","2010","2010","9","Cerebrovascular","1029"
"United States","Males","All Races,","35-44 yrs","2010","2010","10","Influenza & Pneumonia","439"
"United States","Males","All Races,","45-54 yrs","2010","2010","1","Heart Disease","26087"
"United States","Males","All Races,","45-54 yrs","2010","2010","2","Malignant Neoplasms","25188"
"United States","Males","All Races,","45-54 yrs","2010","2010","3","Unintentional Injury","13178"
"United States","Males","All Races,","45-54 yrs","2010","2010","4","Suicide","6733"
"United States","Males","All Races,","45-54 yrs","2010","2010","5","Liver Disease","5896"
"United States","Males","All Races,","45-54 yrs","2010","2010","6","Diabetes Mellitus","3528"
"United States","Males","All Races,","45-54 yrs","2010","2010","7","Cerebrovascular","3299"
"United States","Males","All Races,","45-54 yrs","2010","2010","8","HIV","2342"
"United States","Males","All Races,","45-54 yrs","2010","2010","9","Chronic Low. Respiratory Disease","2053"
"United States","Males","All Races,","45-54 yrs","2010","2010","10","Viral Hepatitis","1659"
"United States","Males","All Races,","55-64 yrs","2010","2010","1","Malignant Neoplasms","60700"
"United States","Males","All Races,","55-64 yrs","2010","2010","2","Heart Disease","47433"
"United States","Males","All Races,","55-64 yrs","2010","2010","3","Unintentional Injury","9609"
"United States","Males","All Races,","55-64 yrs","2010","2010","4","Chronic Low. Respiratory Disease","7419"
"United States","Males","All Races,","55-64 yrs","2010","2010","5","Diabetes Mellitus","7122"
"United States","Males","All Races,","55-64 yrs","2010","2010","6","Liver Disease","6947"
"United States","Males","All Races,","55-64 yrs","2010","2010","7","Cerebrovascular","6109"
"United States","Males","All Races,","55-64 yrs","2010","2010","8","Suicide","4869"
"United States","Males","All Races,","55-64 yrs","2010","2010","9","Nephritis","2884"
"United States","Males","All Races,","55-64 yrs","2010","2010","10","Septicemia","2445"
"United States","Males","All Races,","65+ yrs","2010","2010","1","Heart Disease","223165"
"United States","Males","All Races,","65+ yrs","2010","2010","2","Malignant Neoplasms","206507"
"United States","Males","All Races,","65+ yrs","2010","2010","3","Chronic Low. Respiratory Disease","55205"
"United States","Males","All Races,","65+ yrs","2010","2010","4","Cerebrovascular","41414"
"United States","Males","All Races,","65+ yrs","2010","2010","5","Alzheimer's Disease","24995"
"United States","Males","All Races,","65+ yrs","2010","2010","6","Diabetes Mellitus","23327"
"United States","Males","All Races,","65+ yrs","2010","2010","7","Unintentional Injury","20479"
"United States","Males","All Races,","65+ yrs","2010","2010","8","Nephritis","20120"
"United States","Males","All Races,","65+ yrs","2010","2010","9","Influenza & Pneumonia","19450"
"United States","Males","All Races,","65+ yrs","2010","2010","10","Parkinson's Disease","12480"
"United States","Males","All Races,","All Ages","2010","2010","1","Heart Disease","307384"
"United States","Males","All Races,","All Ages","2010","2010","2","Malignant Neoplasms","301037"
"United States","Males","All Races,","All Ages","2010","2010","3","Unintentional Injury","75921"
"United States","Males","All Races,","All Ages","2010","2010","4","Chronic Low. Respiratory Disease","65423"
"United States","Males","All Races,","All Ages","2010","2010","5","Cerebrovascular","52367"
"United States","Males","All Races,","All Ages","2010","2010","6","Diabetes Mellitus","35490"
"United States","Males","All Races,","All Ages","2010","2010","7","Suicide","30277"
"United States","Males","All Races,","All Ages","2010","2010","8","Alzheimer's Disease","25364"
"United States","Males","All Races,","All Ages","2010","2010","9","Nephritis","24865"
"United States","Males","All Races,","All Ages","2010","2010","10","Influenza & Pneumonia","23615"
