"State","Sex","Race/Ethnicity","Age Group","First Year","Last Year","Rank","Cause of Death","Deaths"
"United States","Females","All Races,","45-54 yrs","2016","2016","1","Malignant Neoplasms","21358"
"United States","Females","All Races,","45-54 yrs","2016","2016","2","Heart Disease","10273"
"United States","Females","All Races,","45-54 yrs","2016","2016","3","Unintentional Injury","7441"
"United States","Females","All Races,","45-54 yrs","2016","2016","4","Liver Disease","2940"
"United States","Females","All Races,","45-54 yrs","2016","2016","5","Chronic Low. Respiratory Disease","2376"
"United States","Females","All Races,","45-54 yrs","2016","2016","6","Cerebrovascular","2375"
"United States","Females","All Races,","45-54 yrs","2016","2016","7","Diabetes Mellitus","2283"
"United States","Females","All Races,","45-54 yrs","2016","2016","8","Suicide","2239"
"United States","Females","All Races,","45-54 yrs","2016","2016","9","Septicemia","1145"
"United States","Females","All Races,","45-54 yrs","2016","2016","10","Influenza & Pneumonia","976"
"United States","Females","All Races,","55-64 yrs","2016","2016","1","Malignant Neoplasms","52601"
"United States","Females","All Races,","55-64 yrs","2016","2016","2","Heart Disease","24352"
"United States","Females","All Races,","55-64 yrs","2016","2016","3","Chronic Low. Respiratory Disease","8746"
"United States","Females","All Races,","55-64 yrs","2016","2016","4","Unintentional Injury","6686"
"United States","Females","All Races,","55-64 yrs","2016","2016","5","Diabetes Mellitus","5475"
"United States","Females","All Races,","55-64 yrs","2016","2016","6","Cerebrovascular","5150"
"United States","Females","All Races,","55-64 yrs","2016","2016","7","Liver Disease","4273"
"United States","Females","All Races,","55-64 yrs","2016","2016","8","Septicemia","2719"
"United States","Females","All Races,","55-64 yrs","2016","2016","9","Nephritis","2412"
"United States","Females","All Races,","55-64 yrs","2016","2016","10","Influenza & Pneumonia","2194"
"United States","Females","All Races,","65+ yrs","2016","2016","1","Heart Disease","256278"
"United States","Females","All Races,","65+ yrs","2016","2016","2","Malignant Neoplasms","200139"
"United States","Females","All Races,","65+ yrs","2016","2016","3","Alzheimer's Disease","80028"
"United States","Females","All Races,","65+ yrs","2016","2016","4","Cerebrovascular","74061"
"United States","Females","All Races,","65+ yrs","2016","2016","5","Chronic Low. Respiratory Disease","69781"
"United States","Females","All Races,","65+ yrs","2016","2016","6","Diabetes Mellitus","27281"
"United States","Females","All Races,","65+ yrs","2016","2016","7","Unintentional Injury","25840"
"United States","Females","All Races,","65+ yrs","2016","2016","8","Influenza & Pneumonia","22513"
"United States","Females","All Races,","65+ yrs","2016","2016","9","Nephritis","20829"
"United States","Females","All Races,","65+ yrs","2016","2016","10","Hypertension","16463"
"United States","Females","All Races,","All Ages","2016","2016","1","Heart Disease","295995"
"United States","Females","All Races,","All Ages","2016","2016","2","Malignant Neoplasms","283467"
"United States","Females","All Races,","All Ages","2016","2016","3","Cerebrovascular","82787"
"United States","Females","All Races,","All Ages","2016","2016","4","Chronic Low. Respiratory Disease","81551"
"United States","Females","All Races,","All Ages","2016","2016","5","Alzheimer's Disease","80731"
"United States","Females","All Races,","All Ages","2016","2016","6","Unintentional Injury","57510"
"United States","Females","All Races,","All Ages","2016","2016","7","Diabetes Mellitus","36295"
"United States","Females","All Races,","All Ages","2016","2016","8","Influenza & Pneumonia","26526"
"United States","Females","All Races,","All Ages","2016","2016","9","Nephritis","24647"
"United States","Females","All Races,","All Ages","2016","2016","10","Septicemia","20935"
